dataset_id	method_id	dataset_id_orig	dataset_mods	dataset_source	dataset_geo_id	dataset_organism	dataset_num_cells	dataset_num_features_mod1	dataset_mod1_modality	dataset_num_batches	dataset_num_cell_types	dataset_num_features_mod2	dataset_mod2_modality	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi	metric_id	value
10x_pbmc_granulocyte_sorted_3k_PM_gex2atac	dummy_meanpergene	10x_pbmc_granulocyte_sorted_3k	gex2atac	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_PM_adt2gex	dummy_solution	10x_5k_pbmc_protein_v3_nextgem	adt2gex	10x	NA	human	6598	11190	GEX	1	9	32	ADT	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_human_brain_3k_PM_gex2atac	dummy_meanpergene	10x_human_brain_3k	gex2atac	10x	NA	human	3490	15557	GEX	1	9	77645	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_e18_mouse_brain_fresh_5k_PM_gex2atac	dummy_zeros	10x_e18_mouse_brain_fresh_5k	gex2atac	10x	NA	mouse	5019	13574	GEX	1	9	104999	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_atac_2_PM_atac2gex	baseline_knn	dyngen_atac_2	atac2gex	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_1_PM_adt2gex	baseline_linearmodel	dyngen_citeseq_1	adt2gex	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_1_PM_adt2gex	dummy_meanpergene	dyngen_citeseq_1	adt2gex	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_malt_10k_protein_v3_PM_gex2adt	dummy_meanpergene	10x_malt_10k_protein_v3	gex2adt	10x	NA	human	9847	10700	GEX	1	9	17	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_citeseq_3_PM_gex2adt	baseline_knn	dyngen_citeseq_3	gex2adt	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_multiome_PM_atac2gex	dummy_solution	openproblems_bmmc_multiome	atac2gex	openproblems	NA	human	28249	15189	GEX	5	22	119254	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_PM_gex2adt	dummy_solution	10x_5k_pbmc_protein_v3_nextgem	gex2adt	10x	NA	human	6598	11190	GEX	1	9	32	ADT	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
babel_GM12878_PM_gex2atac	dummy_solution	babel_GM12878	gex2atac	babel	GSE166797	human	6968	12618	GEX	2	9	190902	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_citeseq_1_PM_gex2adt	dummy_meanpergene	dyngen_citeseq_1	gex2adt	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_atac_3_PM_gex2atac	dummy_zeros	dyngen_atac_3	gex2atac	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_atac_2_PM_atac2gex	baseline_randomforest	dyngen_atac_2	atac2gex	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_2_PM_adt2gex	dummy_random	dyngen_citeseq_2	adt2gex	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
dyngen_atac_1_PM_atac2gex	dummy_random	dyngen_atac_1	atac2gex	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_PM_adt2gex	dummy_zeros	10x_5k_pbmc_protein_v3	adt2gex	10x	NA	human	6204	10995	GEX	1	9	32	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_PM_gex2adt	dummy_meanpergene	10x_5k_pbmc_protein_v3	gex2adt	10x	NA	human	6204	10995	GEX	1	9	32	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_10k_protein_v3_PM_gex2adt	dummy_solution	10x_pbmc_10k_protein_v3	gex2adt	10x	NA	human	8236	11254	GEX	1	9	17	ADT	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_atac_1_PM_gex2atac	baseline_linearmodel	dyngen_atac_1	gex2atac	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_3_PM_gex2atac	dummy_solution	dyngen_atac_3	gex2atac	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_citeseq_2_PM_gex2adt	baseline_linearmodel	dyngen_citeseq_2	gex2adt	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_1_PM_gex2adt	baseline_randomforest	dyngen_citeseq_1	gex2adt	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_2_PM_gex2atac	baseline_randomforest	dyngen_atac_2	gex2atac	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_granulocyte_sorted_10k_PM_gex2atac	dummy_solution	10x_pbmc_granulocyte_sorted_10k	gex2atac	10x	NA	human	12671	14530	GEX	1	9	98508	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
totalvispleenlymph_spleen_lymph_206_PM_adt2gex	dummy_random	totalvispleenlymph_spleen_lymph_206	adt2gex	totalvispleenlymph	GSE150599	mouse	15820	10970	GEX	2	35	209	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
dyngen_atac_3_PM_atac2gex	dummy_zeros	dyngen_atac_3	atac2gex	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_e18_mouse_brain_fresh_5k_PM_gex2atac	dummy_random	10x_e18_mouse_brain_fresh_5k	gex2atac	10x	NA	mouse	5019	13574	GEX	1	9	104999	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
totalvispleenlymph_spleen_lymph_206_PM_adt2gex	dummy_zeros	totalvispleenlymph_spleen_lymph_206	adt2gex	totalvispleenlymph	GSE150599	mouse	15820	10970	GEX	2	35	209	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_unsorted_3k_PM_gex2atac	dummy_zeros	10x_pbmc_unsorted_3k	gex2atac	10x	NA	human	3063	10102	GEX	1	9	46456	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_citeseq_3_PM_adt2gex	dummy_meanpergene	dyngen_citeseq_3	adt2gex	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_lymph_node_lymphoma_14k_PM_gex2atac	dummy_zeros	10x_lymph_node_lymphoma_14k	gex2atac	10x	NA	human	14846	15031	GEX	1	9	109636	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_human_brain_3k_PM_gex2atac	dummy_solution	10x_human_brain_3k	gex2atac	10x	NA	human	3490	15557	GEX	1	9	77645	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_pbmc_unsorted_3k_PM_gex2atac	baseline_linearmodel	10x_pbmc_unsorted_3k	gex2atac	10x	NA	human	3063	10102	GEX	1	9	46456	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_granulocyte_sorted_3k_PM_atac2gex	dummy_zeros	10x_pbmc_granulocyte_sorted_3k	atac2gex	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_atac_2_PM_gex2atac	baseline_knn	dyngen_atac_2	gex2atac	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_unsorted_10k_PM_atac2gex	dummy_solution	10x_pbmc_unsorted_10k	atac2gex	10x	NA	human	14253	14924	GEX	1	9	60778	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_human_brain_3k_PM_atac2gex	dummy_solution	10x_human_brain_3k	atac2gex	10x	NA	human	3490	15557	GEX	1	9	77645	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_citeseq_2_PM_adt2gex	dummy_solution	dyngen_citeseq_2	adt2gex	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_malt_10k_protein_v3_PM_gex2adt	baseline_knn	10x_malt_10k_protein_v3	gex2adt	10x	NA	human	9847	10700	GEX	1	9	17	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_3_PM_gex2atac	baseline_linearmodel	dyngen_atac_3	gex2atac	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_3_PM_gex2adt	baseline_linearmodel	dyngen_citeseq_3	gex2adt	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_unsorted_3k_PM_gex2atac	dummy_solution	10x_pbmc_unsorted_3k	gex2atac	10x	NA	human	3063	10102	GEX	1	9	46456	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_citeseq_1_PM_adt2gex	dummy_solution	dyngen_citeseq_1	adt2gex	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
dyngen_citeseq_2_PM_gex2adt	baseline_knn	dyngen_citeseq_2	gex2adt	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_2_PM_gex2atac	dummy_solution	dyngen_atac_2	gex2atac	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_pbmc_10k_protein_v3_PM_gex2adt	dummy_zeros	10x_pbmc_10k_protein_v3	gex2adt	10x	NA	human	8236	11254	GEX	1	9	17	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_10k_protein_v3_PM_gex2adt	baseline_knn	10x_pbmc_10k_protein_v3	gex2adt	10x	NA	human	8236	11254	GEX	1	9	17	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_2_PM_atac2gex	dummy_solution	dyngen_atac_2	atac2gex	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_pbmc_granulocyte_sorted_3k_PM_gex2atac	baseline_linearmodel	10x_pbmc_granulocyte_sorted_3k	gex2atac	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_1_PM_adt2gex	dummy_random	dyngen_citeseq_1	adt2gex	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_malt_10k_protein_v3_PM_gex2adt	baseline_linearmodel	10x_malt_10k_protein_v3	gex2adt	10x	NA	human	9847	10700	GEX	1	9	17	ADT	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_unsorted_10k_PM_gex2atac	dummy_zeros	10x_pbmc_unsorted_10k	gex2atac	10x	NA	human	14253	14924	GEX	1	9	60778	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_granulocyte_sorted_3k_PM_gex2atac	baseline_knn	10x_pbmc_granulocyte_sorted_3k	gex2atac	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_3_PM_atac2gex	dummy_meanpergene	dyngen_atac_3	atac2gex	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_nextgem_PM_gex2adt	baseline_randomforest	10x_5k_pbmc_protein_v3_nextgem	gex2adt	10x	NA	human	6598	11190	GEX	1	9	32	ADT	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_malt_10k_protein_v3_PM_gex2adt	dummy_zeros	10x_malt_10k_protein_v3	gex2adt	10x	NA	human	9847	10700	GEX	1	9	17	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_atac_1_PM_atac2gex	dummy_meanpergene	dyngen_atac_1	atac2gex	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_citeseq_1_PM_adt2gex	dummy_zeros	dyngen_citeseq_1	adt2gex	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_granulocyte_sorted_3k_PM_atac2gex	dummy_random	10x_pbmc_granulocyte_sorted_3k	atac2gex	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_lymph_node_lymphoma_14k_PM_gex2atac	dummy_solution	10x_lymph_node_lymphoma_14k	gex2atac	10x	NA	human	14846	15031	GEX	1	9	109636	ATAC	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA	correct_format	1
10x_pbmc_granulocyte_sorted_3k_PM_gex2atac	dummy_random	10x_pbmc_granulocyte_sorted_3k	gex2atac	10x	NA	human	2730	10464	GEX	1	9	65851	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
totalvispleenlymph_spleen_lymph_206_PM_gex2adt	dummy_zeros	totalvispleenlymph_spleen_lymph_206	gex2adt	totalvispleenlymph	GSE150599	mouse	15820	10970	GEX	2	35	209	ADT	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_malt_10k_protein_v3_PM_gex2adt	baseline_randomforest	10x_malt_10k_protein_v3	gex2adt	10x	NA	human	9847	10700	GEX	1	9	17	ADT	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_3_PM_adt2gex	baseline_knn	dyngen_citeseq_3	adt2gex	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_1_PM_atac2gex	baseline_linearmodel	dyngen_atac_1	atac2gex	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_3_PM_atac2gex	baseline_linearmodel	dyngen_atac_3	atac2gex	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	Linear Models	Linear model regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_pbmc_granulocyte_sorted_10k_PM_atac2gex	dummy_zeros	10x_pbmc_granulocyte_sorted_10k	atac2gex	10x	NA	human	12671	14530	GEX	1	9	98508	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
dyngen_citeseq_2_PM_gex2adt	dummy_random	dyngen_citeseq_2	gex2adt	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
dyngen_atac_3_PM_atac2gex	baseline_knn	dyngen_atac_3	atac2gex	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_1_PM_gex2atac	dummy_zeros	dyngen_atac_1	gex2atac	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_lymph_node_lymphoma_14k_PM_gex2atac	dummy_random	10x_lymph_node_lymphoma_14k	gex2atac	10x	NA	human	14846	15031	GEX	1	9	109636	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_5k_pbmc_protein_v3_PM_adt2gex	dummy_random	10x_5k_pbmc_protein_v3	adt2gex	10x	NA	human	6204	10995	GEX	1	9	32	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_pbmc_10k_protein_v3_PM_gex2adt	dummy_random	10x_pbmc_10k_protein_v3	gex2adt	10x	NA	human	8236	11254	GEX	1	9	17	ADT	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
openproblems_bmmc_multiome_PM_gex2atac	dummy_zeros	openproblems_bmmc_multiome	gex2atac	openproblems	NA	human	28249	15189	GEX	5	22	119254	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	0
10x_5k_pbmc_protein_v3_PM_gex2adt	baseline_knn	10x_5k_pbmc_protein_v3	gex2adt	10x	NA	human	6204	10995	GEX	1	9	32	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
10x_5k_pbmc_protein_v3_PM_adt2gex	dummy_meanpergene	10x_5k_pbmc_protein_v3	adt2gex	10x	NA	human	6204	10995	GEX	1	9	32	ADT	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_granulocyte_sorted_10k_PM_gex2atac	dummy_random	10x_pbmc_granulocyte_sorted_10k	gex2atac	10x	NA	human	12671	14530	GEX	1	9	98508	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
dyngen_citeseq_3_PM_adt2gex	baseline_randomforest	dyngen_citeseq_3	adt2gex	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_citeseq_1_PM_gex2adt	baseline_knn	dyngen_citeseq_1	gex2adt	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	predict_modality	KNNR	K-nearest neighbor regression.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
dyngen_atac_2_PM_atac2gex	dummy_random	dyngen_atac_2	atac2gex	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA	correct_format	1
10x_human_brain_3k_PM_atac2gex	dummy_meanpergene	10x_human_brain_3k	atac2gex	10x	NA	human	3490	15557	GEX	1	9	77645	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
10x_pbmc_unsorted_3k_PM_atac2gex	dummy_meanpergene	10x_pbmc_unsorted_3k	atac2gex	10x	NA	human	3063	10102	GEX	1	9	46456	ATAC	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA	correct_format	1
babel_GM12878_PM_gex2atac	dummy_zeros	babel_GM12878	gex2atac	babel	GSE166797	human	6968	12618	GEX	2	9	190902	ATAC	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA	correct_format	1
